,application_id_current,target
0,100001,0.5212896755697427
1,100005,0.6348002513746153
2,100013,0.3681837638270699
3,100028,0.44807855442236477
4,100038,0.588839705305703
5,100042,0.4552424405354594
6,100057,0.4478407413638144
7,100065,0.43425926691278405
8,100066,0.5489360039197545
9,100067,0.5686675708599637
10,100074,0.43038544851834193
11,100090,0.5494778556172116
12,100091,0.6539171958461973
13,100092,0.3605134434728279
14,100106,0.48844417660843825
15,100107,0.5787348108490786
16,100109,0.5115461081505759
17,100117,0.42138033750970133
18,100128,0.5192319563961226
19,100141,0.6911043912020649
20,100150,0.40286756111740546
21,100168,0.43518910189429266
22,100169,0.5654974997650457
23,100170,0.5401864683793395
24,100171,0.36364729506074306
25,100172,0.5889595781474997
26,100184,0.5828846390032848
27,100187,0.5343518804838959
28,100212,0.47156040280271627
29,100222,0.43999647869864505
30,100223,0.4334300066395468
31,100232,0.4774071097053789
32,100241,0.39391685616223077
33,100245,0.4249675524212298
34,100253,0.4067224425924861
35,100256,0.49719126625722004
36,100271,0.3950534699647154
37,100278,0.5415247746867338
38,100280,0.43728682342452296
39,100306,0.47620201939839785
40,100311,0.48283035336862307
41,100312,0.3896020621172442
42,100330,0.4515988623871864
43,100331,0.5009800286564057
44,100352,0.39126292638697235
45,100358,0.449547186231532
46,100367,0.37320247481931645
47,100382,0.43170053026520405
48,100384,0.5894122447203564
49,100385,0.5562018687776887
50,100386,0.4396407558456639
51,100399,0.5495487473512828
52,100404,0.4349380034639507
53,100416,0.46138138726123645
54,100422,0.47848338829390413
55,100426,0.45577788932454794
56,100438,0.5300154374617451
57,100444,0.48167451719215604
58,100445,0.5218752579060855
59,100446,0.4585520909891709
60,100447,0.4548983501855026
61,100450,0.4107714920445382
62,100466,0.42952306246346733
63,100483,0.44440594563297914
64,100484,0.36276163107187054
65,100494,0.41094391557263643
66,100510,0.4381974683171158
67,100512,0.5793534811450495
68,100517,0.4595011989086296
69,100548,0.4454587873578747
70,100551,0.5164474594912898
71,100552,0.5022295667003561
72,100553,0.4354180247278375
73,100561,0.517809711874668
74,100568,0.5365736065843324
75,100569,0.47365618017338784
76,100591,0.5072739107315757
77,100592,0.3757587531289135
78,100602,0.5151282094620696
79,100607,0.44474404394353145
80,100613,0.47731055890255064
81,100617,0.48545957456691874
82,100618,0.3746637423276208
83,100622,0.6869521454477207
84,100625,0.4694558988405065
85,100677,0.5562059879516078
86,100699,0.4088760761486101
87,100702,0.5360316195253066
88,100711,0.4265224941713692
89,100729,0.5261331395996243
90,100740,0.5901129504139694
91,100744,0.4902591836948536
92,100745,0.4455675619292137
93,100747,0.43380429931416103
94,100751,0.43798431504409924
95,100752,0.4478649988022857
96,100753,0.5296776608233066
97,100754,0.49451145135702584
98,100760,0.40127582127889283
99,100762,0.47615368747944553
100,100763,0.4384075416084932
101,100765,0.48613017492628896
102,100770,0.4448454399180955
103,100772,0.41810407577276854
104,100777,0.4300179009468547
105,100791,0.3972256019847574
106,100792,0.4351787701503898
107,100797,0.4699362710717314
108,100823,0.5068246918135078
109,100826,0.3962861700639764
110,100830,0.5330116016131283
111,100836,0.42984204960006756
112,100872,0.3979784021401243
113,100910,0.5833230536899368
114,100913,0.4664785049290693
115,100918,0.4750213704473248
116,100931,0.4865308607141571
117,100952,0.37831676346040505
118,100953,0.40385820731124267
119,100965,0.6290620368368524
120,100970,0.4770280438725563
121,100982,0.6828082772881898
